State,Year,totalSBLoans_1mil,cpi_1990,totalSBLoans_1mil_cpiadj,asset_cpiadj,equity_cpiadj,all_loans_cpiadj,ag_loans_cpiadj,real_estate_loans_cpiadj,ci_loans_cpiadj,consumer_loans_cpiadj,credit_card_loans_cpiadj,dollarloans_ci_LT1M_cpiadj,dollarloans_ag_bus_LT500K_cpiadj,sb1mil_loanRatio
11,2015,506423,181.8741852284,278446.883137388,36301404.5504114,4168739.13209671,20688517.6611085,38345.6988632952,9944192.93742684,5159592.05891612,3128539.26244,1229160.49286795,541014.616229721,4849.25375646158,0.0539668407807965
11,2016,569324,183.7774361808,309789.934951481,37822597.7858451,4378946.42675148,21310014.6419374,32340.371874802,9904829.8537925,5337207.5904317,3255082.36801822,1398366.47917938,548370.477546094,3930.73387249381,0.0580434486953174
11,2017,551570,186.865346682,295169.762502108,37652312.1884006,4318408.14071938,21099643.430664,28418.2060857957,9653284.21903823,5328914.76556568,3299444.98990528,1426008.47328891,516856.555590834,3986.7988041969,0.0553902202394815
11,2018,579297,192.22,301371.8655707,39676781.6204844,4508284.80003872,21859665.0648296,27372.5033815233,9713633.86515722,5672031.32988229,3437115.38541928,1667183.49357874,551255.754040708,4167.87781445067,0.053132969132763
12,2005,15766796,148.2347606502,10636368.912961,362703092.456206,35845486.6311797,228341367.143123,359666.58148345,166821008.804477,33157357.6377941,14893315.1794705,425348.034460286,7946138.94062008,143238.304205497,0.320784576055519
12,2006,19081015,154.4335307984,12355487.1156243,380040140.582655,36357979.7515867,250817698.152312,394322.424340927,187443670.522477,33886581.1095436,15938960.5449238,795624.774010231,6728048.44737531,130091.364764799,0.364612973958137
12,2007,20765473,158.5920586446,13093639.8565421,399765727.034385,40636135.6306832,262126998.769487,396820.348082259,189449675.333459,39799493.5819731,19020010.6790916,1975590.94486996,7808863.56131233,152118.363617489,0.328990112137326
12,2008,16610570,166.4201201124,9981106.84500242,389398989.403734,38095704.1353955,250258016.621626,373784.853663148,174076323.156814,43152124.2493154,19264299.4220528,2386789.23226435,6744368.42440051,114044.097873382,0.231300475205708
12,2009,9591692,164.3745129502,5835267.17606516,375095870.322149,37700442.3921698,229248717.880224,360044.676857177,161606188.019076,39633288.7417395,17866743.7594953,2318098.47310481,6463970.35913649,117441.454191233,0.147231465299013
12,2010,7817817,166.2180911258,4703349.04404791,393480840.012891,43201505.6869196,227648812.978165,593779.092294282,158815234.394745,37619912.8984043,21750377.7405336,3104849.77341769,7371990.24186655,171844.210823397,0.125022858419415
12,2011,8898564,172.0395699358,5172393.77157283,358365097.39635,40091683.1460251,204920849.700585,524844.209617835,137305304.756806,36632609.3065309,19148800.7387493,2817953.39644076,6438664.94997164,135483.398667613,0.141196433164009
12,2012,9926677,174.8848853416,5676120.59819256,360378962.30201,40451964.5841289,204083053.262927,528522.501570119,126879190.115395,43231527.4727399,20299127.3028603,4442312.11477475,5918636.7087154,119323.450066101,0.131295860452113
12,2013,10833886,177.8855510292,6090368.7440143,362265855.882239,40884238.1059608,209512820.582917,472550.881995911,123567032.371102,45175420.5791725,20800614.9505195,4317412.26170026,5667096.8447319,107573.319471053,0.134815983247806
12,2014,11270404,181.548176264,6207941.1822959,370951490.487249,41791771.8701913,215591778.052296,447014.014287125,122790797.80572,48865137.5567503,21624446.6035994,4485147.58290948,5849816.74707631,107939.097764035,0.12704233514305
12,2015,12449342,181.8741852284,6845029.7024649,399969877.404611,44911232.4738075,235497752.172717,470223.597584183,128308959.372309,53540917.3486877,27087319.0719263,9357176.69145339,6233304.0445522,104490.163273762,0.127846701951076
12,2016,13735194,183.7774361808,7473819.57515575,429984774.208515,47979666.2789385,254865279.241551,441572.445809878,136634851.224724,56877525.3652667,29205212.8366849,10227414.4575617,6589308.14257298,104609.403279991,0.131401982191718
12,2017,14588423,186.865346682,7806917.25835395,431762122.298316,48144755.6974315,255079532.448761,401782.725880302,137777308.617488,56001911.3811847,29074514.5275204,10119747.2460691,6518092.25929733,103630.147847552,0.139404478629579
12,2018,16015121,192.22,8331662.15794402,430373792.267296,48160061.6735396,257327260.955317,375336.755411107,137953712.315106,56551364.2136783,28909997.3548087,10018440.3766271,6643943.73744009,101373.132081956,0.147329109983324
13,2005,9171473,148.2347606502,6187127.06774801,154638668.316339,16257481.0410978,101311478.019057,376654.978510366,71989302.9700641,15628180.7555255,8089948.9908932,491790.493978467,5376218.32952973,262290.449625159,0.395895540532476
13,2006,10298299,154.4335307984,6668434.59885895,166953962.470891,17596661.0379285,109873068.195959,378734.67880955,78286230.5605473,16976557.4677562,8730353.92681932,538504.674408692,4950729.52079957,231065.788855529,0.392802522627123
13,2007,11224500,158.5920586446,7077592.72181072,168036103.718238,18473328.7152586,114057073.975442,357579.870831547,81591872.9806354,17526639.079597,9547022.6880303,1658473.20861765,5564741.91576013,227704.841026844,0.403819162913547
13,2008,9709148,166.4201201124,5834119.09175552,167897263.597513,17973980.6452609,114705304.634624,362067.674616174,80061515.0888108,18787056.3982131,10455335.1031155,2716582.55587261,5253365.59736723,215553.996820145,0.310539286628768
13,2009,6224829,164.3745129502,3786979.4339016,158875542.146361,16888430.4825445,106303331.294104,343534.121952312,75408894.1741868,17032969.0715962,10107629.0884064,3002825.07298513,4775344.65346728,210038.558497802,0.222332314347748
13,2010,4977683,166.2180911258,2994669.81378862,149120658.363959,16447605.0606157,94629552.5304443,455477.795108859,68495802.4856771,14478796.018648,8960698.39715802,1562982.19051512,4586428.10787573,225049.447093749,0.206831411253507
13,2011,5854427,172.0395699358,3402953.75196805,140609579.428237,15692306.4776602,87484800.9939827,426399.066733207,60268390.4037484,14801146.6750535,9087253.35203116,1556653.95090652,4083040.61731857,203203.799558654,0.229911494472488
13,2012,5820940,174.8848853416,3328440.87047891,138962956.845438,15759994.6594814,86403403.9022637,423247.327174225,56226069.1883935,16515363.4821505,9590559.52458342,1503551.59527035,3704917.34273361,201161.534866196,0.201536034860888
13,2013,5831876,177.8855510292,3278442.77753773,135744365.770562,15736265.9098983,84906698.8802635,408296.145938296,53822082.8998648,16805417.858022,8652386.1819725,698507.17626153,3364027.88113749,194747.929434394,0.195082490970183
13,2014,6117849,181.548176264,3369821.23747896,140354622.188532,16128644.1281897,87532417.3416226,419383.245413289,53108901.7099686,18506603.613438,9367643.23560619,749591.542865818,3389218.70833419,197205.963238022,0.18208750281073
13,2015,6353328,181.8741852284,3493254.41212089,151017886.838879,17175541.5128464,94703857.7428484,458844.224701104,54643804.6225899,20743571.2046176,11550596.0677785,2356853.16219119,3747300.26374518,206078.391582946,0.168401784710208
13,2016,6848391,183.7774361808,3726459.10309825,159258749.970179,18322602.791051,100710387.45427,477865.199633576,56938948.2414823,21547376.5932763,12670694.3876004,2418593.91774315,3867237.34691148,207934.850558449,0.172942589412999
13,2017,6767886,186.865346682,3621798.32706881,164774601.915217,18717986.9980786,104012102.270939,475540.75659138,58584943.42246,22237581.1543827,13207867.8805754,2512710.35974075,3897615.15653697,202237.568559479,0.162868357935368
13,2018,7222109,192.22,3757209.96774529,164318299.66038,18778288.9107617,104905022.356627,464839.764570863,58684466.5601535,22632315.7672997,13412450.185449,2584523.45135735,3982306.72823248,190666.337184822,0.166010849546996
15,2005,974595,148.2347606502,657467.247037839,23902328.4948661,2840819.45306002,13323234.8205531,3940.03196624453,9307484.55281507,2106053.81179254,1348179.29543173,177930.748248546,563809.234795445,4138.96843358467,0.312179699947099
15,2006,1177094,154.4335307984,762201.054340069,24074854.3455898,2858974.14308128,13829893.5073033,2889.54694729786,9846777.84026212,2132402.12195716,1318133.41528238,177431.279820664,670519.482696298,3397.53146340287,0.35743776771358
15,2007,1321048,158.5920586446,832984.962355794,24411885.8742879,2969118.28131196,14074875.057872,2793.51376508475,10210703.3054059,2107718.05771939,1248457.87399924,185653.829372785,661922.5988966,2955.33953192003,0.395207015143718
15,2008,1231809,166.4201201124,740180.33346451,22721246.1450945,2844391.51268986,14474822.4634266,2584.42308363623,10595378.61334,2222461.68095003,1173022.43084826,182859.500278251,637371.813665692,2555.58041727619,0.333045262291365
15,2009,810461,164.3745129502,493057.582622643,24342705.9300368,2925352.13467078,14191244.9078229,2075.74759539134,10603527.9458079,2136946.98662212,1093691.08356162,195241.33896429,551496.455224292,2354.98796651813,0.230729908467229
15,2010,784621,166.2180911258,472043.081884613,24100795.1721562,2783898.48321274,12722002.2770484,1869.83256693025,9517890.35970951,1912584.11572857,980958.104426969,193566.775927232,511263.943734995,1895.70219382149,0.24680905692077
15,2011,941153,172.0395699358,547056.122234676,23425022.5735108,2854859.33907834,11942443.8350276,1876.89378740308,8878106.66134459,1964575.71963932,824193.755579031,173037.516956762,483134.289978869,2160.5494604451,0.278460186983839
15,2012,963093,174.8848853416,550701.107256242,24322087.6259833,2860866.521356,12318426.2493075,2916.20398757631,9057064.82194278,2136877.88103378,834906.427711391,158922.824838247,465239.316445912,2024.76045490347,0.257712952220659
15,2013,1010076,177.8855510292,567823.521447336,24469834.6556075,2895752.86012274,12948504.5071206,3071.07573852541,9254928.14414837,2413434.24503172,961655.661772162,153098.437969982,468791.665705926,2216.03158727204,0.235276151656608
15,2014,1000512,181.548176264,551100.000335501,25373601.3112749,2857332.07588933,13707873.525238,4379.16786632619,9723054.04973781,2538555.48799328,1143408.60811098,157082.688508599,470490.519822314,2502.95372885908,0.217091965467
15,2015,1164931,181.8741852284,640514.75944047,26666609.5759287,2869766.25281286,15052042.1317227,3076.0455408981,10651146.06588,2750606.53202763,1289231.8015789,163692.944876211,438072.852298894,1801.371151035,0.232863098368457
15,2016,1121316,183.7774361808,610148.897113164,27485007.1070461,2807882.17581674,16463631.9414899,6545.21841590011,11755023.8376436,2910286.37042728,1479455.784922,165162.508468577,454017.28023548,1108.41758165612,0.209652528807185
15,2017,1107830,186.865346682,592849.353649963,28771288.2165842,2850576.03850153,17443916.0444839,5308.53472613068,12682309.401612,2858534.07213192,1566523.68478629,156159.576573396,444257.676825711,957.596653885453,0.207396287289244
15,2018,1112457,192.22,578741.546145042,28478357.1671215,2741325.10964442,17891512.146375,4228.73783328028,13243797.8102583,2498686.38097975,1675022.05899274,146773.481184828,426840.33547071,988.37235693229,0.231618321751173
16,2005,1459838,148.2347606502,984814.893346698,24347595.3305514,9870095.16289547,12377941.6470208,337838.943780381,6775494.44024631,3736084.88139711,927657.264131341,156833.500005233,698211.326697521,171170.441840742,0.263595427997457
16,2006,1741166,154.4335307984,1127453.33930942,26326038.0517381,10229205.2552205,13666292.2507412,351025.970429454,7257288.8731133,3876968.1021467,1616916.82079459,793906.18582835,712431.968694281,174597.493712161,0.290807999860804
16,2007,2099153,158.5920586446,1323617.97806291,27712016.0600085,10557665.6424997,15153357.3332178,354835.953812928,7750766.33139214,4829207.96096245,1638681.25059799,730351.748823177,791936.942909784,165151.5236142,0.274085934745936
16,2008,1934747,166.4201201124,1162567.9627519,18460627.1755902,2824960.61772002,12604538.3609329,341301.966597597,7871214.45057753,2783267.63338314,1091909.64339109,241637.947647409,780687.434204215,153053.608703319,0.417698948102511
16,2009,1397474,164.3745129502,850176.815686376,16797071.8872237,1692464.65380083,11405447.6457982,345192.24651189,7427763.81629115,2185227.02519637,1089196.96818296,292650.165395519,710029.764852844,152431.172076445,0.38905651718726
16,2010,1172710,166.2180911258,705524.887247351,16283101.5530397,1768674.3841412,10542131.7727502,298381.209607167,7125267.87642643,1772450.5282334,1033387.57657015,237472.060229244,577443.031316682,135536.334497693,0.398050538510966
16,2011,1174854,172.0395699358,682897.545278927,15483223.1326123,1755958.91874943,9412633.68264644,269083.320230883,6199319.83282566,1662652.07027635,915274.182127954,206909.883312794,510832.929022557,117277.447652789,0.410727871144696
16,2012,1164806,174.8848853416,666041.549402512,15475236.3929745,1771050.98618904,9209400.72585643,282940.546713179,5872528.91311932,1765857.32864411,875454.746046992,208209.103518998,484036.236228263,119252.711155659,0.377177441573903
16,2013,1278279,177.8855510292,718596.306785013,15481045.0457214,1757744.87970969,9246849.83178663,287057.895120458,5705619.88908414,1840171.29050819,906398.978033434,220124.923937482,495246.798214874,135853.362154806,0.390505117915714
16,2014,1270833,181.548176264,699997.667920391,15095768.071723,1693240.7855797,8980546.68943022,294199.939582583,5403685.15210196,1876221.46932378,862764.711119541,218973.127891676,472846.758154335,127376.484821018,0.373089040587879
16,2015,1439727,181.8741852284,791606.020498166,16041437.5001163,1760491.90396488,9556188.86576526,294320.274648019,5614171.39017787,2071294.3125468,904911.791221472,251064.646684597,496824.598701139,112917.68538362,0.382179401402803
16,2016,1405259,183.7774361808,764652.630488058,17038769.7157192,1884981.5504381,10271936.1612602,306230.474275755,5913951.64126336,2268169.98069234,970958.310411737,292953.235217668,524696.083980664,116487.965470527,0.337123159638439
16,2017,1503905,186.865346682,804806.790934483,17609371.1259314,1947819.50891633,10654187.7115167,298760.749907977,6176268.92035941,2304360.77213626,979764.582769851,312188.759559324,537141.064396491,113920.283842989,0.349253815056219
16,2018,1520905,192.22,791231.401519093,17530750.5500306,1936233.3977251,10820651.1830268,317596.963263881,6222500.79634631,2375510.22977272,991290.746922484,325696.941957873,563126.554090641,121029.379708507,0.333078507346523
17,2005,11678051,148.2347606502,7878078.62931524,342232021.654109,31828284.2985619,193971427.578861,2004706.05538773,120772636.281821,41534652.7009477,18298896.5857333,2869518.32084655,9651924.81331994,1527028.93499004,0.189674840573194
17,2006,12623053,154.4335307984,8173777.37512091,358157107.316319,32229639.8736319,204343117.737495,2022132.62879181,129976035.230238,43256743.7498221,17859648.5475643,2603078.01861697,9442141.84896108,1522949.82878563,0.188959608758219
17,2007,13729750,158.5920586446,8657274.59328084,387483608.501493,36085084.2344357,220228845.624853,2075125.4477348,135583295.751935,48418069.3225183,20344346.8951006,3586573.81068239,9806682.15779413,1516689.59544431,0.178802556863921
17,2008,12444238,166.4201201124,7477604.26539482,389625820.503144,40363720.0913688,217995738.917514,2042634.17203102,130835346.86066,50718176.068076,21095642.1341777,3910620.76305421,9560297.24970353,1363589.28601669,0.147434408038611
17,2009,8732703,164.3745129502,5312686.7683226,379053336.994569,34336028.3612221,202764151.318094,1936789.5143378,134197614.842061,39580081.8548124,20094142.0247903,3304243.88330691,9335507.6316219,1325752.24512637,0.134226270370299
17,2010,8383060,166.2180911258,5043410.10248721,378035913.98402,37473806.3152425,189160471.841638,2035171.31515579,121066149.503986,35795362.8622249,22407232.3544405,3568272.06070351,9061289.95750522,1412265.59149535,0.140895627232475
17,2011,8893112,172.0395699358,5169224.73319286,367586578.510169,34710697.3487826,169077191.171326,1890435.08607514,103377565.318042,33025928.6584396,19273215.7635239,3659469.6434004,7971585.07322116,1196515.57201169,0.156520193168645
17,2012,9252077,174.8848853416,5290381.14524766,354129446.916535,36580419.9495352,174991962.545143,2034878.43651352,102480468.827749,37258407.8865729,20045935.9231147,5322179.10733251,7804109.49897186,1169016.65968118,0.141991605260036
17,2013,9154636,177.8855510292,5146362.89852303,358343070.669466,37002432.1139463,176962339.614165,2059612.75821769,98050824.6453164,39819036.4320219,20733721.5227236,5135788.10626685,7868310.17673885,1096185.95421256,0.129243782865233
17,2014,9053570,181.548176264,4986869.15303113,371356064.209307,39129409.2696277,183116817.120329,2311635.67339071,96408523.1660018,43076624.8134396,21938113.793874,5305275.93369698,8180763.56529576,1192828.76964757,0.115767406908706
17,2015,9499247,181.8741852284,5222977.07509767,391103620.963419,41872192.0544998,196647556.398323,2543897.07199692,99818513.4097602,48054692.9510072,24332840.034263,7081745.20213827,8606485.20504028,1308430.83500902,0.108688179121706
17,2016,9729086,183.7774361808,5293950.22707169,392358434.442903,42615150.5075,206334928.992956,2576377.06223274,101675023.663145,52369952.2813115,24500746.5067468,7341987.34795539,10888338.5511924,1326346.5786252,0.101087551094845
17,2017,9972641,186.865346682,5336805.98199464,391247751.269623,43494936.2727024,205890917.154481,2566033.33165412,101222450.442961,53287581.0210862,23261835.8268484,7393003.52899947,10331453.5523138,1317730.25041696,0.100151027307523
17,2018,10643215,192.22,5536996.67048174,388505389.292342,42739376.669288,207483351.782557,2556951.91842854,100263767.08727,54307663.9524251,22873350.813476,7373146.78510573,10292938.234507,1283779.39209469,0.101956082576711
18,2005,5053745,148.2347606502,3409284.68992889,97784815.8102721,9540717.63268406,63589450.5356644,664618.393020046,45000959.4405179,10448898.3886698,5076209.97060305,662006.288980971,4045808.21868464,509749.868194625,0.32628173450569
18,2006,4906172,154.4335307984,3176882.62039712,95049077.9694554,9255868.50905049,60898134.1041779,679235.441571456,43068140.2417287,10322704.634781,4796543.57079832,528803.469462952,3684316.70770843,498861.749149053,0.307756807231801
18,2007,5379587,158.5920586446,3392091.03278966,87871036.8121555,8510038.73471131,56450305.7799504,701629.857208331,36149185.3686933,11465654.0769803,5343735.40117343,667181.236555398,3756841.22048558,477020.027919738,0.295848017916396
18,2008,4958027,166.4201201124,2979223.30343912,89408049.7961295,8715322.0752312,56413607.1932032,716651.948937673,35315004.8413743,12408007.4130359,5111142.01940699,654475.148745241,3634044.88897724,442010.883416748,0.240104893901751
18,2009,3561218,164.3745129502,2166526.87578088,86402290.1948187,8131815.99981518,53119909.7169412,705200.634426009,35651236.8690502,10852653.7768194,4392541.95215769,474690.248123854,3256397.34258913,449944.698279358,0.199631069076252
18,2010,3912021,166.2180911258,2353547.06187742,86903252.5904517,9004945.70817324,50927595.0023089,710106.474952878,33703336.4310185,9950626.91167171,4883309.80915077,481151.573402353,3068678.09990406,468326.140282792,0.236522490770586
18,2011,3981466,172.0395699358,2314273.39738513,83099971.771661,8594654.22211907,46757242.8692808,701400.630911024,29911528.5662757,9689418.83655977,4512789.49224769,523930.240595416,2665291.63389359,415948.12847372,0.238845428856166
18,2012,4452496,174.8848853416,2545958.154876,81492044.7682268,8703903.57880635,46573333.8225309,762745.291476249,28579730.7534398,10229313.0638365,4339853.82534767,523942.8928664,2614111.65272407,446389.273067295,0.248888477553461
18,2013,4311065,177.8855510292,2423504.87437416,82078333.491255,8731508.79709182,46931723.2269972,735942.078999594,28022905.4795113,10661432.1724662,4365370.69782951,523710.414772414,2556246.38152044,413650.702415543,0.227315133198803
18,2014,4194307,181.548176264,2310299.71565278,81985202.2290116,8893395.8165621,47254433.954934,756140.312203595,27184683.5469765,11072868.9165806,4380058.86051688,550214.032184515,2510613.67104037,412791.313400438,0.208645088554541
18,2015,4466677,181.8741852284,2455915.88184474,85159625.2610898,9280844.78871856,49919742.6847381,828689.671153926,28289970.5284149,11805561.3275236,4505896.06445112,556468.828928134,2588656.93515922,463827.298952558,0.208030420046101
18,2016,4581712,183.7774361808,2493076.45988299,88042843.3875994,9763029.33914708,52980569.4264739,885671.172850968,30158809.5665452,12582664.9629868,4578733.05650256,597385.889432057,2575243.98896248,451023.343330994,0.198135805667291
18,2017,4800187,186.865346682,2568794.63487083,89861596.8114478,9959363.77346194,54656891.031004,909747.300199254,31344518.5613421,13034418.8502983,4496380.42000137,611664.598125626,2583007.68861979,447512.236654855,0.197077803343112
18,2018,4795594,192.22,2494846.53001769,91810213.548764,10297758.3906547,57088440.6827651,894339.662755997,32092860.2210764,13989626.5461203,4684152.53682945,748136.92342043,2660207.6805298,430916.957123453,0.178335463194304
19,2005,1962569,148.2347606502,1323960.04242973,46669500.6908395,4581140.43189727,32144609.4511784,2939139.10770109,20571288.7532103,5510421.02200204,2314441.05824005,283393.882801864,3079657.07458805,2556577.22680394,0.240264770539931
19,2006,2244903,154.4335307984,1453637.03620202,47205582.9224646,4539050.51792593,32767807.0253257,3174412.81493993,20503963.9099348,5864221.79136674,2380817.2695538,293449.169365302,3184706.89977442,2651651.0139183,0.247882342775994
19,2007,2402035,158.5920586446,1514599.79807872,48933974.4665554,4754215.11684337,34127682.2452142,3336273.28257574,21138544.7840112,6262108.36610294,2512054.58034054,359467.598353643,3288464.06392712,2737374.93411119,0.241867388670135
19,2008,2282968,166.4201201124,1371810.09030524,50614345.0467676,4822819.94491602,34894975.7908608,3221046.26794306,21614391.2732299,6660417.38784831,2517144.52885816,394100.432779252,3257116.27424438,2456282.88027474,0.205964583061725
19,2009,1580853,164.3745129502,961738.515069514,52729663.0651168,5103149.18854034,35343248.0795292,3350159.76475062,22508177.0000915,6357112.04739371,2440487.56658341,448510.099045273,3171893.37871627,2527531.24555808,0.151285443437136
19,2010,1588026,166.2180911258,955386.979386091,53005296.0944964,5588681.55902971,34319209.8841058,3566507.57673252,22076950.0633699,5686758.54363748,2342862.33639454,393796.622845419,2845942.32900961,2560894.97090516,0.168002029988596
19,2011,1701967,172.0395699358,989288.104262946,52751602.4414666,5642701.72575996,32546826.0207719,3476671.90097569,20716236.6806526,5473125.89814599,2130858.2196484,329420.932091811,2573916.27581069,2309831.87030976,0.180753763511646
19,2012,1757497,174.8848853416,1004945.05089282,53214842.9321724,5781478.06134322,32286182.1619016,3686606.92563118,20217334.100202,5547909.12175879,2030609.20649599,332002.973230588,2466845.50093535,2294463.05608964,0.181139421868222
19,2013,1589908,177.8855510292,893781.417771821,52207731.3668394,5548321.92302057,32246233.8819997,3804130.02377914,20042287.1242499,5532046.48371489,1955303.91158138,329095.173138496,2467415.30354681,2243251.536249,0.161564336164368
19,2014,1550226,181.548176264,853892.356233711,52667262.0571042,5691090.34599985,33063217.2155082,4123912.30867499,20195865.4253251,5729427.1561885,1932901.16325815,329776.203735286,2465117.73718578,2382701.83599635,0.149036253181332
19,2015,1756838,181.8741852284,965963.365165727,54625285.3548957,5894043.75438264,35541196.717547,4676987.89138228,21467655.0482586,6015210.97693618,2060281.71916182,380793.155232622,2540333.41237117,2613853.53134995,0.1605867805584
19,2016,1740301,183.7774361808,946961.191845061,55836426.1894844,6199480.89214665,37067467.6268519,4688907.99121949,22692240.3637693,6185123.64289788,2065550.24703425,407417.275599164,2568617.59282523,2573407.39768734,0.153103033426408
19,2017,1785100,186.865346682,955286.805015706,56235530.2522611,6218844.32465993,37724428.352127,4614968.12727328,23498857.6249135,6180683.14294446,1978169.48727348,409549.971590038,2558263.7471607,2518859.08593608,0.154560067701612
19,2018,1910948,192.22,994146.290708563,56172160.386787,6155291.73723451,38232039.0656423,4542131.74541245,23964067.0026917,6391332.56247864,1909406.09238599,453322.790867877,2570079.54496792,2464137.77840753,0.155546011882539
20,2005,2083303,148.2347606502,1405407.87522578,46586706.4131422,4505001.26833668,29451739.5252964,1757795.05865573,20245886.3835323,4640370.52008264,2174732.58102347,323584.457406099,2353365.10985461,1330231.6853007,0.302865443426003
20,2006,2188574,154.4335307984,1417162.4443768,47234995.1040943,4488002.91905035,30784226.8203959,1783455.25630839,21037444.7447341,4970910.42315602,2178543.56887728,260647.924506807,2319936.90705203,1313274.94505154,0.285091124912495
20,2007,2458471,158.5920586446,1550185.43867279,48312400.4244279,4911530.61308089,31571994.2703714,1903769.22362243,21405762.1712982,5285118.6280319,2209317.28217537,287987.076995194,2332078.23309576,1333025.65427685,0.293311380079666
20,2008,2351991,166.4201201124,1413285.2436421,50049143.956174,4812441.9717167,32074996.0542554,1825828.0643832,20973088.9640777,5934901.38624626,2414226.35999563,356729.192360521,2320299.52818779,1273031.53766039,0.238131209208849
20,2009,1567931,164.3745129502,953877.19900045,48034738.9569028,4824201.8744917,30290861.9141087,1790834.81548085,20482179.6449018,5281208.50852703,2196029.13531822,336087.084948293,2189201.87542014,1285414.30869572,0.180617219990523
20,2010,1412026,166.2180911258,849501.99490098,49008034.307696,5042546.78326006,28575231.7968236,1757567.25966994,19420025.6199546,4682338.4163517,2169874.98541204,307953.139443575,2004205.39519853,1262966.25823216,0.181426868236252
20,2011,1510119,172.0395699358,877774.224013424,47312339.8580082,5446024.72201002,25819978.528061,1677539.75407067,17327195.5849186,4407502.34207656,1963095.45087938,416342.36003066,1832010.98650205,1154657.87011995,0.199154567799927
20,2012,1577988,174.8848853416,902300.960381876,47375360.1158739,5540676.00153197,25203439.5024648,1679752.93669064,16666763.0756475,4434548.05931734,1878245.38732017,408901.719631206,1801338.61736969,1129745.2846557,0.203470781760065
20,2013,1516685,177.8855510292,852618.434282521,47273138.4080847,5406086.222102,26154768.5515819,1711578.14427658,17070089.8301711,4652091.45261109,1917746.25274501,425215.013078148,1814945.52409127,1131620.57367135,0.183276369987088
20,2014,1492744,181.548176264,822230.237019463,47410047.2971317,5441430.53046526,27089520.3215973,1870977.1620039,17390223.8834861,4975347.77797193,1967286.8837988,420949.437336803,1836842.65269537,1167444.21198212,0.16526085687112
20,2015,1518242,181.8741852284,834775.973342985,49022403.508114,5586482.74639525,29093549.8377464,2136389.67398471,18308572.7536909,5331167.5249772,2283921.55859487,662005.059414543,1849603.67397694,1244642.58660257,0.156584082085576
20,2016,1695836,183.7774361808,922766.165010398,49723143.5681283,5759197.45003656,30661005.8398813,2227447.62244038,19327867.3709334,5574971.72444448,2276555.67748675,625072.616115692,1842558.19546497,1302997.73469703,0.165519434110197
20,2017,1849327,186.865346682,989657.54370023,50365913.4661698,5730450.31604878,31656116.8405912,2139520.49759944,20393107.1764202,5664533.2873792,2205222.9084194,578386.441651467,1856428.47289593,1248288.8411709,0.174711223942355
20,2018,1924574,192.22,1001235.04317969,49709199.0485917,5590791.85364856,31959149.2337974,2051501.70581133,20667304.7725133,5876842.68321891,2112524.83887508,576366.555399611,1791169.87502122,1167662.69588391,0.170369549969183
21,2005,3275164,148.2347606502,2209443.98306726,58019847.3533227,5548426.86580187,38126923.3975513,403174.75021972,25229449.2850178,6352374.1479668,3607576.96534544,409829.732268215,2586326.5983047,282479.962950585,0.347813893137015
21,2006,3123419,154.4335307984,2022500.54366584,57685041.4813449,5507800.49191138,38085327.6564911,428723.917541342,25923979.5124412,5991810.65208835,3416910.03897475,366918.142411115,2319125.32904871,271181.664393685,0.337544135003821
21,2007,3185311,158.5920586446,2008493.38057852,58449619.9489933,5793698.13721117,38858506.3883923,345750.673374269,27361239.2171011,6250822.8358023,3633672.47465082,445104.439959013,2276503.77949674,280674.983364866,0.321316638359137
21,2008,2757356,166.4201201124,1656864.56549706,57990350.3562551,5929216.10430485,38321973.0686775,335213.856426556,26903221.7594216,6577452.49679953,3367894.08871024,419978.425804788,2212927.9197807,263039.576831568,0.251900650944003
21,2009,2045129,164.3745129502,1244188.62954721,59754919.665179,5917250.07375336,38559642.720218,332412.173294098,28115258.9346364,6018411.20673534,3309808.90820989,444783.592008302,2143332.88276658,253596.144518029,0.206730412198291
21,2010,2133357,166.2180911258,1283468.59571706,57486253.4653245,6164804.98967763,36019847.4760972,290084.765272925,26372039.3920533,5199918.74698382,3390412.55363448,428001.618941228,1923909.17170546,231715.673456971,0.24682474057148
21,2011,2147778,172.0395699358,1248420.93060421,54970686.7744118,5916936.46139641,33357277.8523471,263257.092902923,24073067.9278183,4927485.71136099,3116570.40869814,403347.493422092,1712069.74886949,208951.078041223,0.253358609995724
21,2012,2146914,174.8848853416,1227615.52309479,54673658.0603344,5988568.90958546,32880139.3527686,267456.200719446,23177995.7087033,5101620.16223577,2976364.89546906,407168.579777615,1561446.851685,202833.482891261,0.240632482242031
21,2013,2036751,177.8855510292,1144978.32354336,52524902.2087034,5698844.88376822,32098079.348929,257105.856412641,22284815.443057,5205397.93627925,2842053.08072501,406723.845339911,1502913.2748024,194162.785355949,0.219959806639062
21,2014,2114807,181.548176264,1164873.72306331,52323673.3522359,5890852.54025851,31854764.0507313,264573.579410819,21710495.566124,5399402.29045946,2812092.73672537,403517.069639687,1464142.84429239,181597.255816021,0.215741235862643
21,2015,2165753,181.8741852284,1190797.36207765,54866239.32792,6155542.37256772,33558220.9092001,280661.917969222,22405033.2272688,5780988.54998501,3020191.8808464,414898.474257065,1491548.32455483,190192.087544084,0.205985075351989
