SBA.Physical.Declaration.Number,SBA.EIDL.Declaration.Number,FEMA.Disaster.Number,SBA.Disaster.Number,Damaged.Property.City.Name,Damaged.Property.Zip.Code,Damaged.Property.County.Parish.Name,Damaged.Property.State.Code,Total.Verified.Loss,Verified.Loss.Real.Estate,Verified.Loss.Content,Total.Approved.Loan.Amount,Approved.Amount.Real.Estate,Approved.Amount.Content,Approved.Amount.EIDL,Year
3451,9R88,1436DR,MS-L0153,VANCLEAVE,39565,JACKSON,MS,29741,21541,8200,0,0,0,0,2003
3451,9R88,1436DR,MS-L0153,WAVELAND,39576,HANCOCK,MS,21820,7820,14000,9800,4800,5000,5000,2003
3451,9R88,1436DR,MS-L0153,WAVELAND,39576,HARRISON,MS,6000,0,6000,13300,0,13300,7300,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,70510,JEFFERSON,LA,0,0,0,68100,0,68100,68100,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,60510,VERMILION,LA,28532,28532,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,70150,VERMILION,LA,228,0,228,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,70510,VERMILION,LA,2014795,1196600,818195,1681800,804600,877200,669500,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,70511,VERMILION,LA,46217,16312,29905,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,70518,VERMILION,LA,35685,31270,4415,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ABBEVILLE,7510,VERMILION,LA,0,0,0,110500,0,110500,110500,2003
3452,9R91,1437DR,LA-L0143,ABITA SPRINGS,70420,ST. TAMMANY,LA,7680,7680,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,AKERS,70421,TANGIPAHOA,LA,9100,0,9100,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ALEXANDRIA,71301,RAPIDES,LA,43775,43275,500,5700,3300,2400,2100,2003
3452,9R91,1437DR,LA-L0143,ALEXANDRIA,71302,RAPIDES,LA,25462,19362,6100,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ALEXANDRIA,71303,RAPIDES,LA,2475,2475,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,AMA,70031,ST. CHARLES,LA,0,0,0,5000,0,5000,5000,2003
3452,9R91,1437DR,LA-L0143,AMITE,70422,TANGIPAHOA,LA,106070,93670,12400,12100,6700,5400,600,2003
3452,9R91,1437DR,LA-L0143,ARABI,70032,ORLEANS,LA,1780,0,1780,7200,0,7200,5400,2003
3452,9R91,1437DR,LA-L0143,ARABI,70032,ST. BERNARD,LA,21978,21978,0,160000,22000,138000,138000,2003
3452,9R91,1437DR,LA-L0143,ARNAUDVILLE,70512,ST. LANDRY,LA,7450,0,7450,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ARNAUDVILLE,70512,ST. MARTIN,LA,5192,5192,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,AVONDALE,70094,JEFFERSON,LA,28987,10437,18550,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BAKER,70714,EAST BATON ROUGE,LA,5865,5265,600,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BALDWIN,70514,ST. MARY,LA,19074,10574,8500,44100,10600,33500,25000,2003
3452,9R91,1437DR,LA-L0143,BARATARIA,70036,JEFFERSON,LA,10696,4880,5816,103100,3300,99800,96500,2003
3452,9R91,1437DR,LA-L0143,BASILE,70515,EVANGELINE,LA,1000,0,1000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATCHELOR,70715,POINTE COUPEE,LA,2612,2612,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70802,EAST BATON ROUGE,LA,96673,83803,12870,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70805,EAST BATON ROUGE,LA,75471,62766,12705,700,700,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70806,EAST BATON ROUGE,LA,148843,125402,23441,82200,61300,20900,20000,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70807,EAST BATON ROUGE,LA,51473,47732,3741,5500,3800,1700,1600,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70808,EAST BATON ROUGE,LA,5250,0,5250,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70809,EAST BATON ROUGE,LA,5000,0,5000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70810,EAST BATON ROUGE,LA,3900,0,3900,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70811,EAST BATON ROUGE,LA,70878,63693,7185,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70812,EAST BATON ROUGE,LA,8358,5558,2800,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70815,EAST BATON ROUGE,LA,21465,21465,0,22300,21500,800,800,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70816,EAST BATON ROUGE,LA,10041,5208,4833,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70820,EAST BATON ROUGE,LA,995,995,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70884,EAST BATON ROUGE,LA,16143,14643,1500,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BATON ROUGE,70816,LIVINGSTON,LA,16446,11946,4500,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BELLE CHASSE,70037,PLAQUEMINES,LA,10000,0,10000,40000,0,40000,30000,2003
3452,9R91,1437DR,LA-L0143,BELLECHASSE,70037,PLAQUEMINES,LA,0,0,0,2500,0,2500,2500,2003
3452,9R91,1437DR,LA-L0143,BERWICK,70342,ST. MARY,LA,13163,7500,5663,1000,0,1000,1000,2003
3452,9R91,1437DR,LA-L0143,BOGALUSA,70427,WASHINGTON,LA,34922,34922,0,35100,35100,0,0,2003
3452,9R91,1437DR,LA-L0143,BOOTHVILLE,70038,PLAQUEMINES,LA,26868,6356,20512,39000,4500,34500,25000,2003
3452,9R91,1437DR,LA-L0143,BOOTHVILLE,70041,PLAQUEMINES,LA,18261,9626,8635,10000,8000,2000,0,2003
3452,9R91,1437DR,LA-L0143,BOURG,70343,TERREBONNE,LA,39078,16200,22878,21000,0,21000,13600,2003
3452,9R91,1437DR,LA-L0143,BOURG,70353,TERREBONNE,LA,1180,0,1180,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BOUTTE,70039,ST. CHARLES,LA,8095,3600,4495,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BRAITHWAITE,70040,PLAQUEMINES,LA,28000,0,28000,9700,0,9700,3700,2003
3452,9R91,1437DR,LA-L0143,BRANCH,70516,ACADIA,LA,33387,20637,12750,35400,20700,14700,2100,2003
3452,9R91,1437DR,LA-L0143,BREAUX BRIDGE,70517,ST. MARTIN,LA,218845,128486,90359,54600,50400,4200,2600,2003
3452,9R91,1437DR,LA-L0143,BROUSSARD,70518,IBERIA,LA,2100,0,2100,124400,33100,91300,89200,2003
3452,9R91,1437DR,LA-L0143,BROUSSARD,70518,LAFAYETTE,LA,128656.83,84184,44472.83,185500,68900,116600,73800,2003
3452,9R91,1437DR,LA-L0143,BUECHE,70720,WEST BATON ROUGE,LA,2100,1600,500,8400,1600,6800,6300,2003
3452,9R91,1437DR,LA-L0143,BUNKIE,71322,AVOYELLES,LA,41838,40118,1720,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,BURAS,70041,JEFFERSON,LA,0,0,0,40500,0,40500,7500,2003
3452,9R91,1437DR,LA-L0143,BURAS,70041,PLAQUEMINES,LA,437635,153793,283842,207300,0,207300,95500,2003
3452,9R91,1437DR,LA-L0143,CALCASIEU,71433,RAPIDES,LA,69308,23808,45500,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,CAMERON,70631,CAMERON,LA,49749,17449,32300,2100,0,2100,2100,2003
3452,9R91,1437DR,LA-L0143,CAMERON,77064,CAMERON,LA,0,0,0,80900,0,80900,80900,2003
3452,9R91,1437DR,LA-L0143,CANKTON,70584,ST. LANDRY,LA,62311,47011,15300,62400,47100,15300,0,2003
3452,9R91,1437DR,LA-L0143,CARENCRO,70520,LAFAYETTE,LA,28876,22967,5909,68400,25500,42900,40800,2003
3452,9R91,1437DR,LA-L0143,CENTERVILLE,70522,ST. MARY,LA,22054,22054,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,CHALMETTE,70043,ST. BERNARD,LA,9513,4453,5060,56000,0,56000,55000,2003
3452,9R91,1437DR,LA-L0143,CHARENTON,70523,ST. MARY,LA,1170,1170,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,CHAUVIA,70344,TERREBONNE,LA,0,0,0,5000,0,5000,5000,2003
3452,9R91,1437DR,LA-L0143,CHAUVIN,70344,TERREBONNE,LA,838464,400485,437979,725600,158900,566700,333300,2003
3452,9R91,1437DR,LA-L0143,CHENEYVILLE,71325,RAPIDES,LA,2950,2950,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,CHURCH POINT,70525,ACADIA,LA,820453,513718,306735,38400,9600,28800,16100,2003
3452,9R91,1437DR,LA-L0143,COCCODRIES,70344,TERREBONNE,LA,4050,0,4050,4000,0,4000,0,2003
3452,9R91,1437DR,LA-L0143,COCDRIE,70344,TERREBONNE,LA,3750,0,3750,10000,0,10000,6200,2003
3452,9R91,1437DR,LA-L0143,COCODRIE,70344,TERREBONNE,LA,20276,3726,16550,7000,0,7000,3200,2003
3452,9R91,1437DR,LA-L0143,COCODRIE,70377,TERREBONNE,LA,10722,7722,3000,10000,7000,3000,0,2003
3452,9R91,1437DR,LA-L0143,COTTONPORT,71327,AVOYELLES,LA,11883,9835,2048,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,COVINGTON,70433,ST. TAMMANY,LA,7317,5417,1900,10000,5500,4500,4500,2003
3452,9R91,1437DR,LA-L0143,COVINGTON,70434,ST. TAMMANY,LA,226,0,226,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,COVINGTON,70435,ST. TAMMANY,LA,47806,47806,0,47900,47900,0,0,2003
3452,9R91,1437DR,LA-L0143,CROWLEY,70526,ACADIA,LA,355444,260061,95383,318300,96400,221900,151400,2003
3452,9R91,1437DR,LA-L0143,CROWLEY,70578,ACADIA,LA,4243,3043,1200,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,CROWLEY,70527,LAFAYETTE,LA,2050,0,2050,50800,0,50800,45300,2003
3452,9R91,1437DR,LA-L0143,CUT OFF,70345,LAFOURCHE,LA,1090,0,1090,22700,0,22700,22700,2003
3452,9R91,1437DR,LA-L0143,CYPREMORT POINT,70538,IBERIA,LA,421519,175709,245810,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,CYPREMORT POINT,70538,ST. MARY,LA,599128,369786,229342,95900,76400,19500,9300,2003
3452,9R91,1437DR,LA-L0143,CYPREMORT POINT,70544,ST. MARY,LA,21054,15029,6025,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DDUSON,70529,ACADIA,LA,2944,2944,0,3000,3000,0,0,2003
3452,9R91,1437DR,LA-L0143,DELCAMBRE,70528,IBERIA,LA,3000,0,3000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DELCAMBRE,70528,VERMILION,LA,18802,3027,15775,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DENHAM SPRINGS,70726,LIVINGSTON,LA,6610,5810,800,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DES ALLEMANDS,70030,LAFOURCHE,LA,11500,0,11500,15000,0,15000,7000,2003
3452,9R91,1437DR,LA-L0143,DES ALLEMANDS,70033,LAFOURCHE,LA,11240,0,11240,13400,0,13400,2100,2003
3452,9R91,1437DR,LA-L0143,DES ALLEMANDS,70030,ST. CHARLES,LA,93160,8600,84560,81300,0,81300,39600,2003
3452,9R91,1437DR,LA-L0143,DESALLEMANDS,70030,LAFOURCHE,LA,18725,0,18725,36400,0,36400,21200,2003
3452,9R91,1437DR,LA-L0143,DESALLEMANDS,70030,ST. CHARLES,LA,59150,5500,53650,49500,0,49500,32000,2003
3452,9R91,1437DR,LA-L0143,DESALLMAND,70030,LAFOURCHE,LA,10000,0,10000,10000,0,10000,0,2003
3452,9R91,1437DR,LA-L0143,DESALLMANDS,70030,LAFOURCHE,LA,0,0,0,15200,0,15200,15200,2003
3452,9R91,1437DR,LA-L0143,DESTREHAN,70087,ST. CHARLES,LA,50703,50703,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DEVILLE,71328,RAPIDES,LA,47698,47698,0,16600,0,16600,16600,2003
3452,9R91,1437DR,LA-L0143,DONALDSONVILLE,70346,ASCENSION,LA,17480,17480,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DULAC,70353,TERREBONNE,LA,499425,219983,279442,434200,150600,283600,172600,2003
3452,9R91,1437DR,LA-L0143,DULAC,70360,TERREBONNE,LA,9495,5676,3819,8800,5000,3800,0,2003
3452,9R91,1437DR,LA-L0143,DULAC,70533,TERREBONNE,LA,1650,1650,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,DUSON,70529,LAFAYETTE,LA,59293,52593,6700,120600,9000,111600,110600,2003
3452,9R91,1437DR,LA-L0143,EDGARD,70049,ST. JOHN THE BAPTIST,LA,5040,5040,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,EFFIE,71331,AVOYELLES,LA,14310,14310,0,48700,47000,1700,1700,2003
3452,9R91,1437DR,LA-L0143,ELIZABETH,70638,ALLEN,LA,6822,6822,0,10000,0,10000,10000,2003
3452,9R91,1437DR,LA-L0143,ELTON,70532,JEFFERSON DAVIS,LA,5240,5240,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,EMPIRE,70050,JEFFERSON,LA,10650,0,10650,51700,0,51700,13400,2003
3452,9R91,1437DR,LA-L0143,EMPIRE,70041,PLAQUEMINES,LA,4600,0,4600,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,EMPIRE,70050,PLAQUEMINES,LA,211425,24183,187242,110300,0,110300,31200,2003
3452,9R91,1437DR,LA-L0143,ERATH,70533,TERREBONNE,LA,3100,0,3100,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ERATH,70501,VERMILION,LA,15740,0,15740,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,ERATH,70533,VERMILION,LA,128425,105480,22945,42900,7500,35400,33700,2003
3452,9R91,1437DR,LA-L0143,ETHEL,70730,EAST FELICIANA,LA,1925,950,975,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,EUNICE,70535,ST. LANDRY,LA,1229160,830817,398343,666000,168800,497200,165500,2003
3452,9R91,1437DR,LA-L0143,FOLSOM,70437,ST. TAMMANY,LA,9560,9500,60,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,FOREST HILL,71430,RAPIDES,LA,23918,23918,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,FRANKLIN,70538,IBERIA,LA,23765,21505,2260,10000,7700,2300,1500,2003
3452,9R91,1437DR,LA-L0143,FRANKLIN,70342,ST. MARY,LA,1200,0,1200,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,FRANKLIN,70356,ST. MARY,LA,27406,5436,21970,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,FRANKLIN,70538,ST. MARY,LA,443168,214473,228695,292300,89200,203100,99300,2003
3452,9R91,1437DR,LA-L0143,FRANKLIN,70560,ST. MARY,LA,37860,18000,19860,50900,11100,39800,20000,2003
3452,9R91,1437DR,LA-L0143,FRANKLIN,70538,ST. TAMMANY,LA,4300,0,4300,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,FRANKLINTON,70438,WASHINGTON,LA,20086,15286,4800,7300,7300,0,0,2003
3452,9R91,1437DR,LA-L0143,GALLIANO,70354,LAFOURCHE,LA,225485,202505,22980,34900,0,34900,18600,2003
3452,9R91,1437DR,LA-L0143,GARYVILLE,70051,ST. JOHN THE BAPTIST,LA,53602,47402,6200,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GEISMAR,70734,ASCENSION,LA,7910,7910,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GIBSON,70356,TERREBONNE,LA,3570,1700,1870,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GLENMORA,71433,RAPIDES,LA,11962,11962,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GOLDEN MEADOW,70357,LAFOURCHE,LA,109349,15582,93767,182100,3000,179100,116900,2003
3452,9R91,1437DR,LA-L0143,GONZALES,70737,ASCENSION,LA,4521,4521,0,6100,6100,0,0,2003
3452,9R91,1437DR,LA-L0143,GRAMERCY,70052,ST. JAMES,LA,19895,19895,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GRAND CHENIER,70643,CAMERON,LA,0,0,0,148200,0,148200,148200,2003
3452,9R91,1437DR,LA-L0143,GRAND COTEAU,70541,ST. LANDRY,LA,73040,73040,0,50000,50000,0,0,2003
3452,9R91,1437DR,LA-L0143,GRAND ISLE,70358,JEFFERSON,LA,192221,80788,111433,51500,0,51500,33600,2003
3452,9R91,1437DR,LA-L0143,GRAY,70359,TERREBONNE,LA,6828,0,6828,16300,0,16300,10000,2003
3452,9R91,1437DR,LA-L0143,GREENSBURG,70441,ST. HELENA,LA,12168,10368,1800,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GRETNA,70053,JEFFERSON,LA,46841,45291,1550,14100,13800,300,0,2003
3452,9R91,1437DR,LA-L0143,GRETNA,70056,JEFFERSON,LA,2750,0,2750,22500,0,22500,22500,2003
3452,9R91,1437DR,LA-L0143,GRETNA,70056,PLAQUEMINES,LA,2000,0,2000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GRND ISLE,70358,JEFFERSON,LA,60249,25999,34250,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GROSSE TETE,70740,IBERVILLE,LA,3954,3954,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,GUEYDAN,70542,VERMILION,LA,21840,21840,0,5000,0,5000,5000,2003
3452,9R91,1437DR,LA-L0143,HAMMOND,70401,TANGIPAHOA,LA,30751,28501,2250,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,HAMMOND,70403,TANGIPAHOA,LA,22267,21605,662,7700,7700,0,0,2003
3452,9R91,1437DR,LA-L0143,HARVEY,70058,JEFFERSON,LA,28454,24454,4000,88800,10000,78800,78800,2003
3452,9R91,1437DR,LA-L0143,HENRY,70560,VERMILION,LA,1950,400,1550,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,HOPEDALE,70085,ST. BERNARD,LA,24549,0,24549,28000,0,28000,3400,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70364,LAFOURCHE,LA,3000,0,3000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70363,ORLEANS,LA,550,0,550,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70314,TERREBONNE,LA,21606,19656,1950,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70360,TERREBONNE,LA,93320,37795,55525,68200,26700,41500,31100,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70363,TERREBONNE,LA,329283,140945,188338,396800,33200,363600,300200,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70364,TERREBONNE,LA,24435,2200,22235,94200,1400,92800,84500,2003
3452,9R91,1437DR,LA-L0143,HOUMA,70373,TERREBONNE,LA,13660,6160,7500,10000,4000,6000,1500,2003
3452,9R91,1437DR,LA-L0143,IBERIA,70560,IBERIA,LA,850,850,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,INDEPENDENCE,70443,TANGIPAHOA,LA,19929,13034,6895,48100,0,48100,48100,2003
3452,9R91,1437DR,LA-L0143,INTERCOSTAL CIT,70560,IBERIA,LA,0,0,0,65400,0,65400,65400,2003
3452,9R91,1437DR,LA-L0143,INTRACOASTAL,70510,ST. MARTIN,LA,0,0,0,60000,0,60000,60000,2003
3452,9R91,1437DR,LA-L0143,INTRACOASTAL,70510,VERMILION,LA,0,0,0,148700,0,148700,148700,2003
3452,9R91,1437DR,LA-L0143,INTRACOASTAL CI,70510,VERMILION,LA,20808,4808,16000,29900,4900,25000,9000,2003
3452,9R91,1437DR,LA-L0143,INTRACOSTAL,77546,VERMILION,LA,0,0,0,84500,0,84500,84500,2003
3452,9R91,1437DR,LA-L0143,IOTA,70545,ACADIA,LA,12753,12753,0,12800,12800,0,0,2003
3452,9R91,1437DR,LA-L0143,IRTRACOASTAL CI,70510,VERMILION,LA,0,0,0,106900,0,106900,106900,2003
3452,9R91,1437DR,LA-L0143,JEANERETTE,70544,IBERIA,LA,116151,84086,32065,139000,54300,84700,61400,2003
3452,9R91,1437DR,LA-L0143,JEANERETTE,70544,ST. MARY,LA,37588,26918,10670,15000,0,15000,7400,2003
3452,9R91,1437DR,LA-L0143,JEFFERSON,70121,JEFFERSON,LA,1200,1200,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,JEFFERSON,70121,LIVINGSTON,LA,1762,1762,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,JENA,71342,LA SALLE,LA,47380,47380,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,JENNINGS,70546,JEFFERSON DAVIS,LA,135578,133778,1800,106800,60600,46200,45600,2003
3452,9R91,1437DR,LA-L0143,KAPLAN,70510,VERMILION,LA,47646,46715,931,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,KAPLAN,70548,VERMILION,LA,1076385,647489,428896,275100,190600,84500,77200,2003
3452,9R91,1437DR,LA-L0143,KENNER,70062,JEFFERSON,LA,99595,80240,19355,18600,18600,0,0,2003
3452,9R91,1437DR,LA-L0143,KENNER,70065,JEFFERSON,LA,84396,65513,18883,5700,4900,800,800,2003
3452,9R91,1437DR,LA-L0143,KENNER,70062,LAFOURCHE,LA,4438,0,4438,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,KENNER,70062,ST. CHARLES,LA,1922,813,1109,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,KENNER,70065,ST. CHARLES,LA,6601,6601,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,KENTWOOD,70444,TANGIPAHOA,LA,43289,39269,4020,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,KINDER,70468,ALLEN,LA,1706,0,1706,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LA FAYETTE,70501,LAFAYETTE,LA,2800,0,2800,6500,0,6500,3700,2003
3452,9R91,1437DR,LA-L0143,LA FFAYETTE,70501,LAFAYETTE,LA,0,0,0,14200,0,14200,14200,2003
3452,9R91,1437DR,LA-L0143,LA PLACE,70068,ST. JOHN THE BAPTIST,LA,49234,26031,23203,55000,7700,47300,30600,2003
3452,9R91,1437DR,LA-L0143,LA ROU,70394,LAFOURCHE,LA,5000,0,5000,5000,0,5000,0,2003
3452,9R91,1437DR,LA-L0143,LACOMBE,70445,ST. TAMMANY,LA,37924,30624,7300,12500,0,12500,6100,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70501,LAFAYETTE,LA,218911,200767,18144,81800,34300,47500,39800,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70503,LAFAYETTE,LA,234444,184441,50003,325700,42000,283700,220600,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70506,LAFAYETTE,LA,111977,80136,31841,235400,73300,162100,154200,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70507,LAFAYETTE,LA,89455,85605,3850,63300,63300,0,0,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70508,LAFAYETTE,LA,130027,121827,8200,467400,101400,366000,358800,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70509,LAFAYETTE,LA,3275,3275,0,40000,0,40000,40000,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70518,LAFAYETTE,LA,3100,3100,0,16200,16200,0,0,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70535,LAFAYETTE,LA,43997,36497,7500,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAFAYETTE,70502,VERMILION,LA,7690,4890,2800,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAFITTE,70067,JEFFERSON,LA,62134,0,62134,114500,0,114500,72500,2003
3452,9R91,1437DR,LA-L0143,LAKE CATHERINE,70129,ORLEANS,LA,9000,0,9000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70601,CALCASIEU,LA,10326,8487,1839,1800,1700,100,0,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70602,CALCASIEU,LA,0,0,0,118900,0,118900,118900,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70605,CALCASIEU,LA,0,0,0,16200,0,16200,16200,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70607,CALCASIEU,LA,0,0,0,5000,0,5000,5000,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70611,CALCASIEU,LA,34208,34208,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70615,CALCASIEU,LA,1344,1344,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70616,CALCASIEU,LA,28600,18600,10000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70663,CALCASIEU,LA,12947,12947,0,28200,21100,7100,7100,2003
3452,9R91,1437DR,LA-L0143,LAKE CHARLES,70615,LAFAYETTE,LA,13521,13521,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAPLACE,70068,ST. JOHN THE BAPTIST,LA,1000,0,1000,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LAROSE,70373,LAFOURCHE,LA,31638,15918,15720,21000,16000,5000,5000,2003
3452,9R91,1437DR,LA-L0143,LAWTELL,70550,ST. LANDRY,LA,7348,7348,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LECOMPTE,71346,RAPIDES,LA,125141,123491,1650,115400,115400,0,0,2003
3452,9R91,1437DR,LA-L0143,LEEVILLE,70357,LAFOURCHE,LA,364156,245358,118798,157300,0,157300,153900,2003
3452,9R91,1437DR,LA-L0143,LEFITTE,70067,JEFFERSON,LA,0,0,0,20000,0,20000,20000,2003
3452,9R91,1437DR,LA-L0143,LETTSWORTH,70753,POINTE COUPEE,LA,3770,3770,0,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LOCKPORT,70373,LAFOURCHE,LA,3600,0,3600,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LOCKPORT,70374,LAFOURCHE,LA,18351,12951,5400,47800,0,47800,37800,2003
3452,9R91,1437DR,LA-L0143,LORANGER,70446,TANGIPAHOA,LA,5200,3450,1750,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LOREAUVILLE,70552,IBERIA,LA,10561,8298,2263,6400,6400,0,0,2003
3452,9R91,1437DR,LA-L0143,LOTTIE,70756,POINTE COUPEE,LA,1005,505,500,0,0,0,0,2003
3452,9R91,1437DR,LA-L0143,LOUISA,70523,ST. MARY,LA,7500,0,7500,7500,0,7500,0,2003
3452,9R91,1437DR,LA-L0143,LOUISA,70538,ST. MARY,LA,354905,94140,260765,392500,94200,298300,37500,2003
3452,9R91,1437DR,LA-L0143,LULING,70070,ST. CHARLES,LA,21309,16359,4950,5000,0,5000,5000,2003
