SBA.Physical.Declaration.Number,SBA.EIDL.Declaration.Number,FEMA.Disaster.Number,SBA.Disaster.Number,Damaged.Property.City.Name,Damaged.Property.Zip.Code,Damaged.Property.County.Parish.Name,Damaged.Property.State.Code,Total.Verified.Loss,Verified.Loss.Real.Estate,Verified.Loss.Content,Total.Approved.Loan.Amount,Approved.Amount.Real.Estate,Approved.Amount.Content,Approved.Amount.EIDL,Year
10923,10924,1711,KS-00022,LYNDON,66451,OSAGE,KS,17870,17870,0,0,0,0,0,2007
10923,10924,1711,KS-00022,MC CUNE,66753,LABETTE,KS,34243,20253,13990,0,0,0,0,2007
10923,10924,1711,KS-00022,MOLINE,67353,ELK,KS,79702,79702,0,79800,79800,0,0,2007
10923,10924,1711,KS-00022,NEODESHA,66757,WILSON,KS,808081,601481,206600,231100,138000,85900,7200,2007
10923,10924,1711,KS-00022,OSAWATOMIE,66064,MIAMI,KS,1924296,1493001,431295,1062600,805900,142100,87600,2007
10923,10924,1711,KS-00022,OTTAWA,66067,FRANKLIN,KS,286969,286969,0,121900,0,0,121900,2007
10923,10924,1711,KS-00022,PLEASANTON,66075,LINN,KS,35794,24994,10800,0,0,0,0,2007
10923,10924,1711,KS-00022,QUENEMO,66528,OSAGE,KS,67020,57624,9396,27400,20300,7100,0,2007
10923,10924,1711,KS-00022,WINFIELD,67156,COWLEY,KS,11428,11428,0,12300,11500,0,800,2007
10927,10928,1712,OK-00012,ADAIR,74330,MAYES,OK,43735,35335,8400,47300,35400,8400,3500,2007
10927,10928,1712,OK-00012,ATOKA,74525,ATOKA,OK,40929,40929,0,0,0,0,0,2007
10927,10928,1712,OK-00012,BARTLESVILLE,74003,WASHINGTON,OK,306576,257594,48982,88900,63600,20300,5000,2007
10927,10928,1712,OK-00012,BARTLESVILLE,74006,WASHINGTON,OK,109623,65638,43985,66400,14700,33800,17900,2007
10927,10928,1712,OK-00012,BLANCHARD,73010,GRADY,OK,25360,25360,0,0,0,0,0,2007
10927,10928,1712,OK-00012,CARTWRIGHT,74731,BRYAN,OK,22654,22654,0,0,0,0,0,2007
10927,10928,1712,OK-00012,CHICKASHA,73018,GRADY,OK,205794,198394,7400,2800,2800,0,0,2007
10927,10928,1712,OK-00012,COLONY,73021,WASHITA,OK,61925,57425,4500,0,0,0,0,2007
10927,10928,1712,OK-00012,COPAN,74022,WASHINGTON,OK,5300,0,5300,0,0,0,0,2007
10927,10928,1712,OK-00012,DAVIS,73030,MURRAY,OK,0,0,0,63700,0,0,63700,2007
10927,10928,1712,OK-00012,DELAWARE,74027,NOWATA,OK,413925,203374,210551,0,0,0,0,2007
10927,10928,1712,OK-00012,DEWEY,74029,WASHINGTON,OK,207332,70303,137029,70400,70400,0,0,2007
10927,10928,1712,OK-00012,DUNCAN,73533,STEPHENS,OK,17173,15913,1260,0,0,0,0,2007
10927,10928,1712,OK-00012,EDMOND,73012,OKLAHOMA,OK,0,0,0,38000,0,0,38000,2007
10927,10928,1712,OK-00012,EL RENO,73036,CANADIAN,OK,55968,48917,7051,50800,21500,5400,23900,2007
10927,10928,1712,OK-00012,ENID,73703,GARFIELD,OK,0,0,0,997700,0,0,997700,2007
10927,10928,1712,OK-00012,FAIRLAND,74343,OTTAWA,OK,10447,8987,1460,9000,9000,0,0,2007
10927,10928,1712,OK-00012,GRANDFIELD,73546,TILLMAN,OK,0,0,0,37600,0,0,37600,2007
10927,10928,1712,OK-00012,HENNESSEY,73742,KINGFISHER,OK,0,0,0,555100,0,0,555100,2007
10927,10928,1712,OK-00012,HENRYETTA,74437,OKMULGEE,OK,1170,1170,0,0,0,0,0,2007
10927,10928,1712,OK-00012,INOLA,74036,ROGERS,OK,132661,65454,67207,0,0,0,0,2007
10927,10928,1712,OK-00012,KINGSTON,73439,MARSHALL,OK,0,0,0,40900,0,0,40900,2007
10927,10928,1712,OK-00012,LAWTON,73501,COMANCHE,OK,24732,17432,7300,0,0,0,0,2007
10927,10928,1712,OK-00012,LAWTON,73507,COMANCHE,OK,99940,97940,2000,102300,98000,2000,2300,2007
10927,10928,1712,OK-00012,MEAD,73449,BRYAN,OK,754019,733449,20570,566300,369900,19400,177000,2007
10927,10928,1712,OK-00012,MIAMI,74354,OTTAWA,OK,5396052,4230053,1165999,3398400,2541200,518400,210600,2007
10927,10928,1712,OK-00012,MIAMI,74355,OTTAWA,OK,176616,166897,9719,0,0,0,0,2007
10927,10928,1712,OK-00012,NINNEKAH,73067,GRADY,OK,2925,2925,0,3000,3000,0,0,2007
10927,10928,1712,OK-00012,NORMAN,73026,CLEVELAND,OK,102498,102498,0,0,0,0,0,2007
10927,10928,1712,OK-00012,NORMAN,73071,CLEVELAND,OK,29334,28338,996,99300,28300,1000,70000,2007
10927,10928,1712,OK-00012,NORMAN,73072,CLEVELAND,OK,11223,8698,2525,0,0,0,0,2007
10927,10928,1712,OK-00012,NOWATA,74048,NOWATA,OK,8700,0,8700,13700,0,8700,5000,2007
10927,10928,1712,OK-00012,OKLAHOMA CITY,73165,CLEVELAND,OK,50000,50000,0,0,0,0,0,2007
10927,10928,1712,OK-00012,OKLAHOMA CITY,73111,OKLAHOMA,OK,22993,22493,500,0,0,0,0,2007
10927,10928,1712,OK-00012,OKLAHOMA CITY,73117,OKLAHOMA,OK,6395,6395,0,0,0,0,0,2007
10927,10928,1712,OK-00012,OKLAHOMA CITY,73162,OKLAHOMA,OK,3729,3729,0,3800,3800,0,0,2007
10927,10928,1712,OK-00012,PURCELL,73080,MCCLAIN,OK,4464,0,4464,17900,0,4500,13400,2007
10927,10928,1712,OK-00012,S COFFEYVILLE,74072,NOWATA,OK,1818,0,1818,0,0,0,0,2007
10927,10928,1712,OK-00012,SEMINOLE,74868,SEMINOLE,OK,4900,4900,0,0,0,0,0,2007
10927,10928,1712,OK-00012,SHAWNEE,74801,POTTAWATOMIE,OK,30419,8417,22002,8500,8500,0,0,2007
10927,10928,1712,OK-00012,SHAWNEE,74804,POTTAWATOMIE,OK,14656,6326,8330,25400,6400,0,19000,2007
10927,10928,1712,OK-00012,SPENCER,73084,OKLAHOMA,OK,90039,88689,1350,0,0,0,0,2007
10927,10928,1712,OK-00012,STILLWATER,74074,PAYNE,OK,39883,39883,0,0,0,0,0,2007
10927,10928,1712,OK-00012,STILLWATER,74075,PAYNE,OK,199427,185477,13950,0,0,0,0,2007
10927,10928,1712,OK-00012,STILLWATER,74076,PAYNE,OK,10671,10671,0,0,0,0,0,2007
10927,10928,1712,OK-00012,TECUMSEH,74873,POTTAWATOMIE,OK,94040,94040,0,94100,94100,0,0,2007
10927,10928,1712,OK-00012,WALTERS,73572,COTTON,OK,14158,14158,0,0,0,0,0,2007
10942,10943,,PA-00010,ALIQUIPPA,15001,BEAVER,PA,863928,490663,373265,465000,252600,187900,24500,2007
10944,10945,,VT-00004,BARRE,05641,WASHINGTON,VT,76891,71791,5100,7000,7000,0,0,2007
10944,10945,,VT-00004,GRANITEVILLE,05654,WASHINGTON,VT,89490,86790,2700,0,0,0,0,2007
10944,10945,,VT-00004,SOUTH BARRE,05670,WASHINGTON,VT,39656,36110,3546,39800,36200,3600,0,2007
10946,10947,,MA-00011,UXBRIDGE,01569,WORCESTER,MA,20960959,16921157,4039802,2522900,213700,1829700,479500,2007
10946,10947,,MA-00011,WHITINSVILLE,01588,WORCESTER,MA,55060,0,55060,0,0,0,0,2007
10949,10950,,NY-00051,NEW YORK,10017,NEW YORK,NY,230328,56464,173864,515300,56500,138200,320600,2007
10949,10950,,NY-00051,NEW YORK,10128,NEW YORK,NY,40000,0,40000,0,0,0,0,2007
10958,10959,,WI-00009,BAGLEY,53801,GRANT,WI,1890,1890,0,0,0,0,0,2007
10958,10959,,WI-00009,MARQUETTE,52158,CLAYTON,IA,71663,69263,2400,44400,43300,0,1100,2007
10958,10959,,WI-00009,MC GREGOR,52157,CLAYTON,IA,75695,68016,7679,40400,39400,0,1000,2007
10964,10965,,OH-00011,BROOKLYN,44144,CUYAHOGA,OH,8878,8528,350,8900,8600,300,0,2007
10964,10965,,OH-00011,BROOKPARK,44135,CUYAHOGA,OH,49752,29255,20497,49800,29300,20500,0,2007
10964,10965,,OH-00011,CLEVELAND,44113,CUYAHOGA,OH,15236,12036,3200,0,0,0,0,2007
10964,10965,,OH-00011,CLEVELAND,44127,CUYAHOGA,OH,6549,0,6549,0,0,0,0,2007
10964,10965,,OH-00011,LAKEWOOD,44107,CUYAHOGA,OH,7557,6527,1030,0,0,0,0,2007
10964,10965,,OH-00011,PARMA HEIGHTS,44130,CUYAHOGA,OH,489423,452037,37386,0,0,0,0,2007
10966,10967,,NY-00052,ROSCOE,12776,SULLIVAN,NY,418132,238832,179300,0,0,0,0,2007
10989,10990,,PA-00011,EXPORT,15632,WESTMORELAND,PA,73556,56676,16880,17200,2700,13000,1500,2007
11004,11005,1717,MN-00011,ALTURA,55910,WINONA,MN,712864,589326,123538,250000,171600,44400,34000,2007
11004,11005,1717,MN-00011,BROWNSVILLE,55919,HOUSTON,MN,232792,227592,5200,137000,128000,5200,3800,2007
11004,11005,1717,MN-00011,CALEDONIA,55921,HOUSTON,MN,85657,85657,0,69700,69700,0,0,2007
11004,11005,1717,MN-00011,CANNON FALLS,55009,GOODHUE,MN,0,0,0,4300,0,0,4300,2007
11004,11005,1717,MN-00011,DODGE CENTER,55927,DODGE,MN,187645,186245,1400,45000,45000,0,0,2007
11004,11005,1717,MN-00011,ELGIN,55932,WABASHA,MN,5143,5143,0,6600,5200,0,1400,2007
11004,11005,1717,MN-00011,EYOTA,55934,OLMSTED,MN,211422,174821,36601,46400,40000,3100,3300,2007
11004,11005,1717,MN-00011,GOODVIEW,55987,WINONA,MN,2519842,2298453,221389,1532800,1532800,0,0,2007
11004,11005,1717,MN-00011,HAYFIELD,55940,DODGE,MN,13817,13817,0,0,0,0,0,2007
11004,11005,1717,MN-00011,HOKAH,55941,HOUSTON,MN,1155777,468896,686881,527300,233100,171000,123200,2007
11004,11005,1717,MN-00011,HOUSTON,55943,HOUSTON,MN,781030,634970,146060,0,0,0,0,2007
11004,11005,1717,MN-00011,HOUSTON,55943,WINONA,MN,35103,19445,15658,0,0,0,0,2007
11004,11005,1717,MN-00011,LA CRESCENT,55947,HOUSTON,MN,128590,84729,43861,187200,64300,33600,89300,2007
11004,11005,1717,MN-00011,LEWISTON,55952,WINONA,MN,535340,362815,172525,52800,51800,1000,0,2007
11004,11005,1717,MN-00011,MABEL,55954,FILLMORE,MN,30660,28785,1875,33200,28800,1900,2500,2007
11004,11005,1717,MN-00011,MINNESOTA CITY,55959,WINONA,MN,2565557,1064398,1501159,1133900,658000,421700,54200,2007
11004,11005,1717,MN-00011,OWATONNA,55060,STEELE,MN,201513,146707,54806,413400,126000,43900,243500,2007
11004,11005,1717,MN-00011,ROCHESTER,55901,OLMSTED,MN,91989,88589,3400,49100,43700,3400,2000,2007
11004,11005,1717,MN-00011,ROCHESTER,55902,OLMSTED,MN,177567,173867,3700,120800,120800,0,0,2007
11004,11005,1717,MN-00011,ROCHESTER,55904,OLMSTED,MN,63784,58694,5090,31300,28000,3000,300,2007
11004,11005,1717,MN-00011,ROCHESTER,55906,OLMSTED,MN,8333,8333,0,0,0,0,0,2007
11004,11005,1717,MN-00011,RUSHFORD,55971,FILLMORE,MN,17174672,6936816,10237856,8317500,2946300,4535100,531200,2007
11004,11005,1717,MN-00011,SAINT CHARLES,55972,OLMSTED,MN,76372,53427,22945,0,0,0,0,2007
11004,11005,1717,MN-00011,SAINT CHARLES,55972,WINONA,MN,496634,445930,50704,304700,276300,3300,25100,2007
11004,11005,1717,MN-00011,STEWARTVILLE,55976,FILLMORE,MN,306496,0,306496,0,0,0,0,2007
11004,11005,1717,MN-00011,STOCKTON,55988,WINONA,MN,1702854,270788,1432066,1500000,194200,1305800,0,2007
11004,11005,1717,MN-00011,UTICA,55979,WINONA,MN,36782,27357,9425,17600,5600,8600,3400,2007
11004,11005,1717,MN-00011,WEAVER,55910,WABASHA,MN,209648,53348,156300,0,0,0,0,2007
11004,11005,1717,MN-00011,WEAVER,55910,WINONA,MN,52656,1056,51600,0,0,0,0,2007
11004,11005,1717,MN-00011,WINONA,55987,WINONA,MN,961588,342636,618952,410100,144000,166100,100000,2007
11006,11007,,SD-00013,HERMOSA,57744,CUSTER,SD,314754,157269,157485,193400,108200,77300,7900,2007
11008,11009,1718,OK-00013,ANADARKO,73005,CADDO,OK,41512,18554,22958,37000,0,16500,20500,2007
11008,11009,1718,OK-00013,CARNEGIE,73015,CADDO,OK,4365,4365,0,9300,4400,0,4900,2007
11008,11009,1718,OK-00013,CHICKASHA,73018,GRADY,OK,568698,472418,96280,425100,354300,3800,67000,2007
11008,11009,1718,OK-00013,CYRIL,73029,COMANCHE,OK,32426,32426,0,33300,32500,0,800,2007
11008,11009,1718,OK-00013,EAKLY,73033,CADDO,OK,101699,0,101699,0,0,0,0,2007
11008,11009,1718,OK-00013,EL RENO,73036,CANADIAN,OK,715466,431709,283757,221500,0,163500,58000,2007
11008,11009,1718,OK-00013,FORT COBB,73038,CADDO,OK,80572,73767,6805,75000,66900,1000,7100,2007
11008,11009,1718,OK-00013,GEARY,73040,BLAINE,OK,7412,7412,0,0,0,0,0,2007
11008,11009,1718,OK-00013,GRACEMONT,73042,CADDO,OK,11276,5587,5689,16000,5600,5700,4700,2007
11008,11009,1718,OK-00013,GREENFIELD,73043,BLAINE,OK,69647,30067,39580,0,0,0,0,2007
11008,11009,1718,OK-00013,KINGFISHER,73750,KINGFISHER,OK,703211,363663,339548,260800,112300,89900,58600,2007
11008,11009,1718,OK-00013,MINCO,73059,GRADY,OK,149232,144042,5190,4200,0,4200,0,2007
11008,11009,1718,OK-00013,MORRIS,74445,OKMULGEE,OK,1240,0,1240,3400,0,1300,2100,2007
11008,11009,1718,OK-00013,MUSTANG,73064,CANADIAN,OK,16234,16234,0,0,0,0,0,2007
11008,11009,1718,OK-00013,NORMAN,73069,CLEVELAND,OK,52747,52297,450,38900,37700,500,700,2007
11008,11009,1718,OK-00013,OKLAHOMA CITY,73109,OKLAHOMA,OK,70966,70966,0,0,0,0,0,2007
11008,11009,1718,OK-00013,OKLAHOMA CITY,73122,OKLAHOMA,OK,661977,661977,0,662000,662000,0,0,2007
11008,11009,1718,OK-00013,OKMULGEE,74447,OKMULGEE,OK,17774,15274,2500,0,0,0,0,2007
11008,11009,1718,OK-00013,SEMINOLE,74868,SEMINOLE,OK,64173,49323,14850,0,0,0,0,2007
11008,11009,1718,OK-00013,THOMAS,73669,CUSTER,OK,528833,45571,483262,61300,45600,0,15700,2007
11008,11009,1718,OK-00013,WATONGA,73772,BLAINE,OK,1361016,776585,584431,219800,140400,6900,72500,2007
11008,11009,1718,OK-00013,WEATHERFORD,73096,CUSTER,OK,22881,22881,0,22900,22900,0,0,2007
11010,11011,1719,WI-00010,ALBANY,53502,GREEN,WI,36343,34968,1375,36400,35000,1400,0,2007
11010,11011,1719,WI-00010,AVOCA,53506,IOWA,WI,11676,11676,0,0,0,0,0,2007
11010,11011,1719,WI-00010,BURLINGTON,53105,RACINE,WI,8536,8536,0,10000,8500,0,1500,2007
11010,11011,1719,WI-00010,CAZENOVIA,53924,RICHLAND,WI,15373,14123,1250,0,0,0,0,2007
11010,11011,1719,WI-00010,CHASEBURG,54621,VERNON,WI,153338,32296,121042,152100,32200,113800,6100,2007
11010,11011,1719,WI-00010,DESOTO,54664,VERNON,WI,20311,19011,1300,19100,17800,1300,0,2007
11010,11011,1719,WI-00010,DODGEVILLE,53533,IOWA,WI,9624,9624,0,0,0,0,0,2007
11010,11011,1719,WI-00010,EDGERTON,53534,ROCK,WI,155085,155085,0,255000,155100,0,99900,2007
11010,11011,1719,WI-00010,GAYS MILLS,54631,CRAWFORD,WI,674389,354808,319581,249700,84200,137300,28200,2007
11010,11011,1719,WI-00010,GENOA,54632,VERNON,WI,62144,43504,18640,0,0,0,0,2007
11010,11011,1719,WI-00010,JANESVILLE,53545,ROCK,WI,16941,16691,250,0,0,0,0,2007
11010,11011,1719,WI-00010,KENOSHA,53140,KENOSHA,WI,9964,9964,0,10000,10000,0,0,2007
11010,11011,1719,WI-00010,LA CROSSE,54601,LA CROSSE,WI,708314,670456,37858,690400,639300,16000,35100,2007
11010,11011,1719,WI-00010,LA FARGE,54639,VERNON,WI,18058,18058,0,0,0,0,0,2007
11010,11011,1719,WI-00010,LA VALLE,53941,SAUK,WI,6429,5399,1030,0,0,0,0,2007
11010,11011,1719,WI-00010,LOGANVILLE,53943,SAUK,WI,52823,43554,9269,27100,27100,0,0,2007
11010,11011,1719,WI-00010,MADISON,53705,DANE,WI,99602,77902,21700,0,0,0,0,2007
11010,11011,1719,WI-00010,MADISON,53714,DANE,WI,31896,25846,6050,0,0,0,0,2007
11010,11011,1719,WI-00010,NORTH FREEDOM,53951,SAUK,WI,28247,25055,3192,0,0,0,0,2007
11010,11011,1719,WI-00010,ONALASKA,54650,LA CROSSE,WI,5684,5684,0,0,0,0,0,2007
11010,11011,1719,WI-00010,OREGON,53575,DANE,WI,14927,14927,0,6500,3800,0,2700,2007
11010,11011,1719,WI-00010,PRAIRIE DU CHIEN,53821,CRAWFORD,WI,0,0,0,41100,0,0,41100,2007
11010,11011,1719,WI-00010,RACINE,53406,RACINE,WI,15388,15388,0,15400,15400,0,0,2007
11010,11011,1719,WI-00010,READSTOWN,54652,VERNON,WI,100649,89049,11600,156700,89100,11600,56000,2007
11010,11011,1719,WI-00010,RICHLAND CENTER,53581,RICHLAND,WI,114212,111012,3200,28100,24900,1200,2000,2007
11010,11011,1719,WI-00010,SAUK CITY,53583,SAUK,WI,0,0,0,5000,0,0,5000,2007
11010,11011,1719,WI-00010,SOLDIERS GROVE,54655,CRAWFORD,WI,161166,151881,9285,173300,152000,7500,13800,2007
11010,11011,1719,WI-00010,STEUBEN,54657,CRAWFORD,WI,158639,136604,22035,93700,74300,18900,500,2007
11010,11011,1719,WI-00010,STODDARD,54658,VERNON,WI,1208894,220699,988195,833600,154300,678700,600,2007
11010,11011,1719,WI-00010,STOUGHTON,53589,DANE,WI,4303,4303,0,5000,2800,0,2200,2007
11010,11011,1719,WI-00010,STURTEVANT,53177,RACINE,WI,39124,32324,6800,0,0,0,0,2007
11010,11011,1719,WI-00010,SUN PRAIRIE,53590,DANE,WI,28396,28396,0,0,0,0,0,2007
11010,11011,1719,WI-00010,VERONA,53593,DANE,WI,16588,16588,0,0,0,0,0,2007
11010,11011,1719,WI-00010,VIROQUA,54665,VERNON,WI,113524,109302,4222,151600,104700,4000,42900,2007
11010,11011,1719,WI-00010,WATERTOWN,53094,JEFFERSON,WI,41340,32340,9000,0,0,0,0,2007
11010,11011,1719,WI-00010,WAUZEKA,53826,CRAWFORD,WI,80238,80238,0,20000,20000,0,0,2007
11010,11011,1719,WI-00010,WESTBY,54667,VERNON,WI,284296,284296,0,0,0,0,0,2007
11010,11011,1719,WI-00010,WIND LAKE,53185,RACINE,WI,296350,0,296350,0,0,0,0,2007
11010,11011,1719,WI-00010,YUBA,54634,VERNON,WI,26762,5897,20865,0,0,0,0,2007
11012,11013,1720,OH-00012,ARLINGTON,45814,HANCOCK,OH,49748,45848,3900,52000,45900,3900,2200,2007
11012,11013,1720,OH-00012,BLUFFTON,45817,ALLEN,OH,1063218,703469,359749,527000,365000,130800,31200,2007
11012,11013,1720,OH-00012,BLUFFTON,45817,HANCOCK,OH,5107,3007,2100,20500,3100,2100,15300,2007
11012,11013,1720,OH-00012,BUCYRUS,44820,CRAWFORD,OH,1601458,1445926,155532,1131900,1049800,77100,5000,2007
11012,11013,1720,OH-00012,CAREY,43316,WYANDOT,OH,79405,41759,37646,10000,2100,7900,0,2007
11012,11013,1720,OH-00012,CHATFIELD,44825,CRAWFORD,OH,5566,4366,1200,2500,0,1200,1300,2007
11012,11013,1720,OH-00012,CRESTLINE,44827,CRAWFORD,OH,228823,54529,174294,151700,31700,120000,0,2007
11012,11013,1720,OH-00012,FINDLAY,45839,HANCOCK,OH,491337,341771,149566,293300,185900,107400,0,2007
11012,11013,1720,OH-00012,FINDLAY,45840,HANCOCK,OH,10498064,7324387,3173677,5386100,2632200,1530900,1223000,2007
11012,11013,1720,OH-00012,FOREST,45843,HARDIN,OH,30885,30285,600,0,0,0,0,2007
11012,11013,1720,OH-00012,GALION,44833,CRAWFORD,OH,15222,11961,3261,6200,6200,0,0,2007
11012,11013,1720,OH-00012,GLANDORF,45848,PUTNAM,OH,95472,61472,34000,35000,7000,25000,3000,2007
11012,11013,1720,OH-00012,KENTON,43326,HARDIN,OH,14682,14682,0,0,0,0,0,2007
11012,11013,1720,OH-00012,LIMA,45805,ALLEN,OH,15266,15266,0,13600,12800,0,800,2007
11012,11013,1720,OH-00012,MANSFIELD,44902,RICHLAND,OH,2046222,208523,1837699,1757700,41200,1682400,34100,2007
11012,11013,1720,OH-00012,MANSFIELD,44903,RICHLAND,OH,26574,26574,0,36700,26600,0,6900,2007
11012,11013,1720,OH-00012,MANSFIELD,44905,RICHLAND,OH,7475,7325,150,17800,7400,100,10300,2007
11012,11013,1720,OH-00012,MANSFIELD,44906,RICHLAND,OH,123806,98213,25593,84400,72900,11500,0,2007
11012,11013,1720,OH-00012,MANSFIELD,44907,RICHLAND,OH,6822,3622,3200,3100,0,2700,400,2007
11012,11013,1720,OH-00012,MCCUTCHENVILLE,44844,WYANDOT,OH,52787,50387,2400,52800,50400,2400,0,2007
11012,11013,1720,OH-00012,MOUNT CORY,45868,HANCOCK,OH,16480,0,16480,16800,0,16500,300,2007
11012,11013,1720,OH-00012,OTTAWA,45875,PUTNAM,OH,2831970,2247668,584302,1523600,1167200,181800,174600,2007
11012,11013,1720,OH-00012,SHELBY,44875,RICHLAND,OH,347179,174959,172220,310100,37800,144500,127800,2007
11012,11013,1720,OH-00012,TIFFIN,44883,SENECA,OH,116933,100610,16323,17900,5600,12300,0,2007
11012,11013,1720,OH-00012,UPPER SANDUSKY,43351,WYANDOT,OH,91572,87972,3600,0,0,0,0,2007
11019,11020,1722,IL-00009,FREEPORT,61032,STEPHENSON,IL,34369,33069,1300,5300,4800,0,500,2007
11019,11020,1722,IL-00009,ROCKFORD,61101,WINNEBAGO,IL,14393,14393,0,6300,6300,0,0,2007
11019,11020,1722,IL-00009,ROCKFORD,61104,WINNEBAGO,IL,651612,591228,60384,205100,148100,28100,28900,2007
11019,11020,1722,IL-00009,ROCKFORD,61105,WINNEBAGO,IL,23101,23101,0,20000,20000,0,0,2007
11019,11020,1722,IL-00009,ROCKFORD,61109,WINNEBAGO,IL,93433,65833,27600,0,0,0,0,2007
11019,11020,1722,IL-00009,ROCKFORD,61112,WINNEBAGO,IL,621139,239254,381885,0,0,0,0,2007
11021,11022,1724,NY-00053,BAYSIDE,11361,QUEENS,NY,27677,26277,1400,33900,26300,1400,6200,2007
11021,11022,1724,NY-00053,BROOKLYN,11206,KINGS,NY,27300,27300,0,0,0,0,0,2007
11021,11022,1724,NY-00053,BROOKLYN,11209,KINGS,NY,8001,8001,0,0,0,0,0,2007
11021,11022,1724,NY-00053,BROOKLYN,11217,KINGS,NY,20835,20835,0,20900,20900,0,0,2007
11021,11022,1724,NY-00053,BROOKLYN,11218,KINGS,NY,17606,14606,3000,10000,10000,0,0,2007
11021,11022,1724,NY-00053,BROOKLYN,11220,KINGS,NY,186083,183283,2800,0,0,0,0,2007
11021,11022,1724,NY-00053,ELMHURST,11373,QUEENS,NY,95691,41615,54076,0,0,0,0,2007
11021,11022,1724,NY-00053,FLUSHING,11354,QUEENS,NY,277738,250429,27309,0,0,0,0,2007
11021,11022,1724,NY-00053,FLUSHING,11355,QUEENS,NY,1373,525,848,0,0,0,0,2007
11021,11022,1724,NY-00053,FLUSHING,11358,QUEENS,NY,9984,1050,8934,0,0,0,0,2007
11021,11022,1724,NY-00053,FLUSHING,11366,QUEENS,NY,105928,105928,0,0,0,0,0,2007
11021,11022,1724,NY-00053,FOREST HILLS,11375,QUEENS,NY,1418636,1330846,87790,36600,1000,31100,4500,2007
11021,11022,1724,NY-00053,FRESH MEADOWS,11366,QUEENS,NY,13727,13727,0,0,0,0,0,2007
11021,11022,1724,NY-00053,JAMAICA,11433,QUEENS,NY,1560893,1553693,7200,64600,53800,7200,3600,2007
11021,11022,1724,NY-00053,KEW GARDENS,11415,QUEENS,NY,8716,8716,0,0,0,0,0,2007
11021,11022,1724,NY-00053,LONG ISLAND CITY,11102,QUEENS,NY,15544,5544,10000,0,0,0,0,2007
11021,11022,1724,NY-00053,MASPETH,11378,QUEENS,NY,63012,21980,41032,0,0,0,0,2007
11021,11022,1724,NY-00053,QUEENS VILLAGE,11429,QUEENS,NY,57103,38973,18130,0,0,0,0,2007
11021,11022,1724,NY-00053,REGO PARK,11374,QUEENS,NY,25831,4025,21806,0,0,0,0,2007
11021,11022,1724,NY-00053,ROSEDALE,11422,QUEENS,NY,81504,81504,0,108500,81600,0,26900,2007
11021,11022,1724,NY-00053,SPRINGFIELD GARDENS,11413,QUEENS,NY,52408,52408,0,0,0,0,0,2007
11021,11022,1724,NY-00053,SUNNYSIDE,11104,QUEENS,NY,9954,9954,0,10000,10000,0,0,2007
11021,11022,1724,NY-00053,WOODSIDE,11377,QUEENS,NY,302589,199214,103375,240300,89500,41900,108900,2007
11035,11036,1726,ND-00009,NORTHWOOD,58267,GRAND FORKS,ND,5028226,3922148,1106078,2278400,1654600,502000,121800,2007
11046,11047,1729,IL-00010,BARRINGTON,60010,LAKE,IL,8841,7741,1100,8900,7800,1100,0,2007
11046,11047,1729,IL-00010,BEACH PARK,60087,LAKE,IL,2000,0,2000,0,0,0,0,2007
11046,11047,1729,IL-00010,COAL CITY,60416,GRUNDY,IL,29874,28274,1600,33700,28300,1600,3800,2007
11046,11047,1729,IL-00010,CRETE,60417,WILL,IL,12562,2622,9940,10000,100,9900,0,2007
11046,11047,1729,IL-00010,DE KALB,60115,DEKALB,IL,29759,28659,1100,29800,28700,1100,0,2007
11046,11047,1729,IL-00010,JOLIET,60433,WILL,IL,24994,24994,0,0,0,0,0,2007
11046,11047,1729,IL-00010,JOLIET,60436,WILL,IL,118491,118491,0,0,0,0,0,2007
11046,11047,1729,IL-00010,MARSEILLES,61341,LA SALLE,IL,6752,4852,1900,0,0,0,0,2007
11046,11047,1729,IL-00010,MONEE,60449,WILL,IL,39740,19580,20160,0,0,0,0,2007
11046,11047,1729,IL-00010,MORRIS,60450,GRUNDY,IL,19001,6446,12555,69800,6500,12600,50700,2007
11046,11047,1729,IL-00010,OTTAWA,61350,LA SALLE,IL,99299,98019,1280,39600,39600,0,0,2007
11046,11047,1729,IL-00010,SAINT CHARLES,60174,KANE,IL,77135,76135,1000,0,0,0,0,2007
11046,11047,1729,IL-00010,SENECA,61360,LA SALLE,IL,21122,21122,0,10000,10000,0,0,2007
11046,11047,1729,IL-00010,SYCAMORE,60178,DEKALB,IL,103289,101369,1920,159200,101400,1900,55900,2007
Business Data Only,,,,,,,,,,,,,,,2007
United States Small Business Administration (SBA)         RPT-13304      Last modified: 10/20/2014,,,,,,,,,,,,,,,2007
11055,11056,1730,TX-00265,BOERNE,78006,KENDALL,TX,747912,747912,0,0,0,0,0,2008
11055,11056,1730,TX-00265,CASTROVILLE,78009,MEDINA,TX,111171,72946,38225,69700,26400,26700,16600,2008
11055,11056,1730,TX-00265,HAMLIN,79520,JONES,TX,4235,4235,0,4300,4300,0,0,2008
11055,11056,1730,TX-00265,HOUSTON,77034,HARRIS,TX,57525,57525,0,0,0,0,0,2008
11055,11056,1730,TX-00265,MERKEL,79536,TAYLOR,TX,87424,76474,10950,0,0,0,0,2008
11055,11056,1730,TX-00265,SAN ANTONIO,78202,BEXAR,TX,13147,13147,0,0,0,0,0,2008
